reporting country	age	employment status	sex	time	WORK02: Employment and unemployment
Sweden	Total (15-24 years)	Employed, number of persons	Total	2016	520700.0
Sweden	Total (15-24 years)	Employed, number of persons	Total	2017	523100.0
Sweden	Total (15-24 years)	Employed, number of persons	Total	2018	517400.0
Sweden	Total (15-24 years)	Employed, number of persons	Total	2019	508800.0
Sweden	Total (15-24 years)	Employed, number of persons	Total	2020	458100.0
Sweden	Total (15-24 years)	Employed, number of persons	Total	2021	468000.0
Sweden	Total (15-24 years)	Employed, number of persons	Men	2013	255000.0
Sweden	Total (15-24 years)	Employed, number of persons	Men	2014	258500.0
Sweden	Total (15-24 years)	Employed, number of persons	Men	2015	260500.0
Sweden	Total (15-24 years)	Employed, number of persons	Men	2016	261200.0
Sweden	Total (15-24 years)	Employed, number of persons	Men	2017	266200.0
Sweden	Total (15-24 years)	Employed, number of persons	Men	2018	259900.0
Sweden	Total (15-24 years)	Employed, number of persons	Men	2019	259800.0
Sweden	Total (15-24 years)	Employed, number of persons	Men	2020	237400.0
Sweden	Total (15-24 years)	Employed, number of persons	Men	2021	239000.0
Sweden	Total (15-24 years)	Employed, number of persons	Women	2013	255400.0
Sweden	Total (15-24 years)	Employed, number of persons	Women	2014	258100.0
Sweden	Total (15-24 years)	Employed, number of persons	Women	2015	262000.0
Sweden	Total (15-24 years)	Employed, number of persons	Women	2016	259500.0
Sweden	Total (15-24 years)	Employed, number of persons	Women	2017	257000.0
Sweden	Total (15-24 years)	Employed, number of persons	Women	2018	257600.0
Sweden	Total (15-24 years)	Employed, number of persons	Women	2019	249000.0
Sweden	Total (15-24 years)	Employed, number of persons	Women	2020	220700.0
Sweden	Total (15-24 years)	Employed, number of persons	Women	2021	229100.0
Sweden	Total (15-24 years)	Unemployed, number of persons	Total	2013	157200.0
Sweden	Total (15-24 years)	Unemployed, number of persons	Total	2014	153300.0
Sweden	Total (15-24 years)	Unemployed, number of persons	Total	2015	133900.0
Sweden	Total (15-24 years)	Unemployed, number of persons	Total	2016	121600.0
Sweden	Total (15-24 years)	Unemployed, number of persons	Total	2017	114200.0
Sweden	Total (15-24 years)	Unemployed, number of persons	Total	2018	109300.0
Sweden	Total (15-24 years)	Unemployed, number of persons	Total	2019	128200.0
Sweden	Total (15-24 years)	Unemployed, number of persons	Total	2020	144200.0
Sweden	Total (15-24 years)	Unemployed, number of persons	Total	2021	153900.0
Sweden	Total (15-24 years)	Unemployed, number of persons	Men	2013	83900.0
Sweden	Total (15-24 years)	Unemployed, number of persons	Men	2014	82700.0
Sweden	Total (15-24 years)	Unemployed, number of persons	Men	2015	70200.0
Sweden	Total (15-24 years)	Unemployed, number of persons	Men	2016	67400.0
Sweden	Total (15-24 years)	Unemployed, number of persons	Men	2017	61600.0
Sweden	Total (15-24 years)	Unemployed, number of persons	Men	2018	59200.0
Sweden	Total (15-24 years)	Unemployed, number of persons	Men	2019	67100.0
Sweden	Total (15-24 years)	Unemployed, number of persons	Men	2020	79100.0
Sweden	Total (15-24 years)	Unemployed, number of persons	Men	2021	81000.0
Sweden	Total (15-24 years)	Unemployed, number of persons	Women	2013	73300.0
Sweden	Total (15-24 years)	Unemployed, number of persons	Women	2014	70600.0
Sweden	Total (15-24 years)	Unemployed, number of persons	Women	2015	63800.0
Sweden	Total (15-24 years)	Unemployed, number of persons	Women	2016	54200.0
Sweden	Total (15-24 years)	Unemployed, number of persons	Women	2017	52600.0
Sweden	Total (15-24 years)	Unemployed, number of persons	Women	2018	50100.0
Sweden	Total (15-24 years)	Unemployed, number of persons	Women	2019	61100.0
Sweden	Total (15-24 years)	Unemployed, number of persons	Women	2020	65100.0
Sweden	Total (15-24 years)	Unemployed, number of persons	Women	2021	72900.0
Sweden	Total (15-24 years)	Not in the labour force, number of persons	Total	2013	556100.0
Sweden	Total (15-24 years)	Not in the labour force, number of persons	Total	2014	537300.0
Sweden	Total (15-24 years)	Not in the labour force, number of persons	Total	2015	532400.0
Sweden	Total (15-24 years)	Not in the labour force, number of persons	Total	2016	532100.0
Sweden	Total (15-24 years)	Not in the labour force, number of persons	Total	2017	528500.0
Sweden	Total (15-24 years)	Not in the labour force, number of persons	Total	2018	532700.0
Sweden	Total (15-24 years)	Not in the labour force, number of persons	Total	2019	519900.0
Sweden	Total (15-24 years)	Not in the labour force, number of persons	Total	2020	554000.0
Sweden	Total (15-24 years)	Not in the labour force, number of persons	Total	2021	540700.0
Sweden	Total (15-24 years)	Not in the labour force, number of persons	Men	2013	289700.0
Sweden	Total (15-24 years)	Not in the labour force, number of persons	Men	2014	280000.0
Sweden	Total (15-24 years)	Not in the labour force, number of persons	Men	2015	282700.0
Sweden	Total (15-24 years)	Not in the labour force, number of persons	Men	2016	279800.0
Sweden	Total (15-24 years)	Not in the labour force, number of persons	Men	2017	278800.0
Sweden	Total (15-24 years)	Not in the labour force, number of persons	Men	2018	286200.0
Sweden	Total (15-24 years)	Not in the labour force, number of persons	Men	2019	278900.0
Sweden	Total (15-24 years)	Not in the labour force, number of persons	Men	2020	289600.0
Sweden	Total (15-24 years)	Not in the labour force, number of persons	Men	2021	288600.0
Sweden	Total (15-24 years)	Not in the labour force, number of persons	Women	2013	266400.0
Sweden	Total (15-24 years)	Not in the labour force, number of persons	Women	2014	257300.0
Sweden	Total (15-24 years)	Not in the labour force, number of persons	Women	2015	249600.0
Sweden	Total (15-24 years)	Not in the labour force, number of persons	Women	2016	252200.0
Sweden	Total (15-24 years)	Not in the labour force, number of persons	Women	2017	249600.0
Sweden	Total (15-24 years)	Not in the labour force, number of persons	Women	2018	246400.0
Sweden	Total (15-24 years)	Not in the labour force, number of persons	Women	2019	240900.0
Sweden	Total (15-24 years)	Not in the labour force, number of persons	Women	2020	264400.0
Sweden	Total (15-24 years)	Not in the labour force, number of persons	Women	2021	252000.0
Sweden	Total (15-24 years)	Labour force, number of persons	Total	2013	667600.0
Sweden	Total (15-24 years)	Labour force, number of persons	Total	2014	669900.0
Sweden	Total (15-24 years)	Labour force, number of persons	Total	2015	656400.0
Sweden	Total (15-24 years)	Labour force, number of persons	Total	2016	642300.0
Sweden	Total (15-24 years)	Labour force, number of persons	Total	2017	637300.0
Sweden	Total (15-24 years)	Labour force, number of persons	Total	2018	626700.0
Sweden	Total (15-24 years)	Labour force, number of persons	Total	2019	637000.0
Sweden	Total (15-24 years)	Labour force, number of persons	Total	2020	602300.0
Sweden	Total (15-24 years)	Labour force, number of persons	Total	2021	621900.0
Sweden	Total (15-24 years)	Labour force, number of persons	Men	2013	338900.0
Sweden	Total (15-24 years)	Labour force, number of persons	Men	2014	341200.0
Sweden	Total (15-24 years)	Labour force, number of persons	Men	2015	330700.0
Sweden	Total (15-24 years)	Labour force, number of persons	Men	2016	328600.0
Sweden	Total (15-24 years)	Labour force, number of persons	Men	2017	327800.0
Sweden	Total (15-24 years)	Labour force, number of persons	Men	2018	319100.0
Sweden	Total (15-24 years)	Labour force, number of persons	Men	2019	326900.0
Sweden	Total (15-24 years)	Labour force, number of persons	Men	2020	316500.0
Sweden	Total (15-24 years)	Labour force, number of persons	Men	2021	320000.0
Sweden	Total (15-24 years)	Labour force, number of persons	Women	2013	328700.0
Sweden	Total (15-24 years)	Labour force, number of persons	Women	2014	328700.0
Sweden	Total (15-24 years)	Labour force, number of persons	Women	2015	325800.0
Sweden	Total (15-24 years)	Labour force, number of persons	Women	2016	313700.0
Sweden	Total (15-24 years)	Labour force, number of persons	Women	2017	309600.0
Sweden	Total (15-24 years)	Labour force, number of persons	Women	2018	307700.0
Sweden	Total (15-24 years)	Labour force, number of persons	Women	2019	310100.0
Sweden	Total (15-24 years)	Labour force, number of persons	Women	2020	285800.0
Sweden	Total (15-24 years)	Labour force, number of persons	Women	2021	302000.0
Sweden	Total (15-24 years)	Unemployment rate, %	Total	2013	23.5
Sweden	Total (15-24 years)	Unemployment rate, %	Total	2014	22.9
Sweden	Total (15-24 years)	Unemployment rate, %	Total	2015	20.4
Sweden	Total (15-24 years)	Unemployment rate, %	Total	2016	18.9
Sweden	Total (15-24 years)	Unemployment rate, %	Total	2017	17.9
Sweden	Total (15-24 years)	Unemployment rate, %	Total	2018	17.4
Sweden	Total (15-24 years)	Unemployment rate, %	Total	2019	20.1
Sweden	Total (15-24 years)	Unemployment rate, %	Total	2020	23.9
Sweden	Total (15-24 years)	Unemployment rate, %	Total	2021	24.7
Sweden	Total (15-24 years)	Unemployment rate, %	Men	2013	24.8
Sweden	Total (15-24 years)	Unemployment rate, %	Men	2014	24.2
Sweden	Total (15-24 years)	Unemployment rate, %	Men	2015	21.2
Sweden	Total (15-24 years)	Unemployment rate, %	Men	2016	20.5
Sweden	Total (15-24 years)	Unemployment rate, %	Men	2017	18.8
Sweden	Total (15-24 years)	Unemployment rate, %	Men	2018	18.6
Sweden	Total (15-24 years)	Unemployment rate, %	Men	2019	20.5
Sweden	Total (15-24 years)	Unemployment rate, %	Men	2020	25.0
Sweden	Total (15-24 years)	Unemployment rate, %	Men	2021	25.3
Sweden	Total (15-24 years)	Unemployment rate, %	Women	2013	22.3
Sweden	Total (15-24 years)	Unemployment rate, %	Women	2014	21.5
Sweden	Total (15-24 years)	Unemployment rate, %	Women	2015	19.6
Sweden	Total (15-24 years)	Unemployment rate, %	Women	2016	17.3
Sweden	Total (15-24 years)	Unemployment rate, %	Women	2017	17.0
Sweden	Total (15-24 years)	Unemployment rate, %	Women	2018	16.3
Sweden	Total (15-24 years)	Unemployment rate, %	Women	2019	19.7
Sweden	Total (15-24 years)	Unemployment rate, %	Women	2020	22.8
Sweden	Total (15-24 years)	Unemployment rate, %	Women	2021	24.1
Sweden	Total (15-24 years)	Employment rate, %	Total	2013	41.7
Sweden	Total (15-24 years)	Employment rate, %	Total	2014	42.8
Sweden	Total (15-24 years)	Employment rate, %	Total	2015	44.0
Sweden	Total (15-24 years)	Employment rate, %	Total	2016	44.3
Sweden	Total (15-24 years)	Employment rate, %	Total	2017	44.9
Sweden	Total (15-24 years)	Employment rate, %	Total	2018	44.6
Sweden	Total (15-24 years)	Employment rate, %	Total	2019	44.0
Sweden	Total (15-24 years)	Employment rate, %	Total	2020	39.6
Sweden	Total (15-24 years)	Employment rate, %	Total	2021	40.3
Sweden	Total (15-24 years)	Employment rate, %	Men	2013	40.6
Sweden	Total (15-24 years)	Employment rate, %	Men	2014	41.6
Sweden	Total (15-24 years)	Employment rate, %	Men	2015	42.5
Sweden	Total (15-24 years)	Employment rate, %	Men	2016	42.9
Sweden	Total (15-24 years)	Employment rate, %	Men	2017	43.9
Sweden	Total (15-24 years)	Employment rate, %	Men	2018	42.9
Sweden	Total (15-24 years)	Employment rate, %	Men	2019	42.9
Sweden	Total (15-24 years)	Employment rate, %	Men	2020	39.2
Sweden	Total (15-24 years)	Employment rate, %	Men	2021	39.3
Sweden	Total (15-24 years)	Employment rate, %	Women	2013	42.9
Sweden	Total (15-24 years)	Employment rate, %	Women	2014	44.0
Sweden	Total (15-24 years)	Employment rate, %	Women	2015	45.5
Sweden	Total (15-24 years)	Employment rate, %	Women	2016	45.9
Sweden	Total (15-24 years)	Employment rate, %	Women	2017	46.0
Sweden	Total (15-24 years)	Employment rate, %	Women	2018	46.5
Sweden	Total (15-24 years)	Employment rate, %	Women	2019	45.2
Sweden	Total (15-24 years)	Employment rate, %	Women	2020	40.1
Sweden	Total (15-24 years)	Employment rate, %	Women	2021	41.4
Sweden	Total (15-64 years)	Total number of persons in age group	Total	2013	6121200.0
Sweden	Total (15-64 years)	Total number of persons in age group	Total	2014	6139500.0
Sweden	Total (15-64 years)	Total number of persons in age group	Total	2015	6169500.0
Sweden	Total (15-64 years)	Total number of persons in age group	Total	2016	6222000.0
Sweden	Total (15-64 years)	Total number of persons in age group	Total	2017	6288400.0
Sweden	Total (15-64 years)	Total number of persons in age group	Total	2018	6347100.0
Sweden	Total (15-64 years)	Total number of persons in age group	Total	2019	6401100.0
Sweden	Total (15-64 years)	Total number of persons in age group	Total	2020	6440400.0
Sweden	Total (15-64 years)	Total number of persons in age group	Total	2021	6473900.0
Sweden	Total (15-64 years)	Total number of persons in age group	Men	2013	3110900.0
Sweden	Total (15-64 years)	Total number of persons in age group	Men	2014	3122700.0
Sweden	Total (15-64 years)	Total number of persons in age group	Men	2015	3141700.0
Sweden	Total (15-64 years)	Total number of persons in age group	Men	2016	3173700.0
Sweden	Total (15-64 years)	Total number of persons in age group	Men	2017	3212800.0
Sweden	Total (15-64 years)	Total number of persons in age group	Men	2018	3245400.0
Sweden	Total (15-64 years)	Total number of persons in age group	Men	2019	3275400.0
Sweden	Total (15-64 years)	Total number of persons in age group	Men	2020	3296900.0
Sweden	Total (15-64 years)	Total number of persons in age group	Men	2021	3314200.0
Sweden	Total (15-64 years)	Total number of persons in age group	Women	2013	3010200.0
Sweden	Total (15-64 years)	Total number of persons in age group	Women	2014	3016800.0
Sweden	Total (15-64 years)	Total number of persons in age group	Women	2015	3027800.0
Sweden	Total (15-64 years)	Total number of persons in age group	Women	2016	3048300.0
Sweden	Total (15-64 years)	Total number of persons in age group	Women	2017	3075600.0
Sweden	Total (15-64 years)	Total number of persons in age group	Women	2018	3101600.0
Sweden	Total (15-64 years)	Total number of persons in age group	Women	2019	3125600.0
Sweden	Total (15-64 years)	Total number of persons in age group	Women	2020	3143500.0
Sweden	Total (15-64 years)	Total number of persons in age group	Women	2021	3159800.0
Sweden	Total (15-64 years)	Employed, number of persons	Total	2013	4554300.0
Sweden	Total (15-64 years)	Employed, number of persons	Total	2014	4597500.0
Sweden	Total (15-64 years)	Employed, number of persons	Total	2015	4659900.0
Sweden	Total (15-64 years)	Employed, number of persons	Total	2016	4735600.0
Sweden	Total (15-64 years)	Employed, number of persons	Total	2017	4833900.0
Sweden	Total (15-64 years)	Employed, number of persons	Total	2018	4910200.0
Sweden	Total (15-64 years)	Employed, number of persons	Total	2019	4938500.0
Sweden	Total (15-64 years)	Employed, number of persons	Total	2020	4862600.0
Sweden	Total (15-64 years)	Employed, number of persons	Total	2021	4852700.0
Sweden	Total (15-64 years)	Employed, number of persons	Men	2013	2373300.0
Sweden	Total (15-64 years)	Employed, number of persons	Men	2014	2390900.0
Sweden	Total (15-64 years)	Employed, number of persons	Men	2015	2419800.0
Sweden	Total (15-64 years)	Employed, number of persons	Men	2016	2457400.0
Sweden	Total (15-64 years)	Employed, number of persons	Men	2017	2514700.0
Sweden	Total (15-64 years)	Employed, number of persons	Men	2018	2556300.0
Sweden	Total (15-64 years)	Employed, number of persons	Men	2019	2581200.0
Sweden	Total (15-64 years)	Employed, number of persons	Men	2020	2551600.0
Sweden	Total (15-64 years)	Employed, number of persons	Men	2021	2546700.0
Sweden	Total (15-64 years)	Employed, number of persons	Women	2013	2180900.0
Sweden	Total (15-64 years)	Employed, number of persons	Women	2014	2206600.0
Sweden	Total (15-64 years)	Employed, number of persons	Women	2015	2240100.0
Sweden	Total (15-64 years)	Employed, number of persons	Women	2016	2278200.0
Sweden	Total (15-64 years)	Employed, number of persons	Women	2017	2319200.0
Sweden	Total (15-64 years)	Employed, number of persons	Women	2018	2353900.0
Sweden	Total (15-64 years)	Employed, number of persons	Women	2019	2357300.0
Sweden	Total (15-64 years)	Employed, number of persons	Women	2020	2311000.0
Sweden	Total (15-64 years)	Employed, number of persons	Women	2021	2306100.0
Sweden	Total (15-64 years)	Unemployed, number of persons	Total	2013	408900.0
Sweden	Total (15-64 years)	Unemployed, number of persons	Total	2014	407300.0
Sweden	Total (15-64 years)	Unemployed, number of persons	Total	2015	383900.0
Sweden	Total (15-64 years)	Unemployed, number of persons	Total	2016	364600.0
Sweden	Total (15-64 years)	Unemployed, number of persons	Total	2017	356200.0
Sweden	Total (15-64 years)	Unemployed, number of persons	Total	2018	341200.0
Sweden	Total (15-64 years)	Unemployed, number of persons	Total	2019	371700.0
Sweden	Total (15-64 years)	Unemployed, number of persons	Total	2020	453800.0
Sweden	Total (15-64 years)	Unemployed, number of persons	Total	2021	481300.0
Sweden	Total (15-64 years)	Unemployed, number of persons	Men	2013	218900.0
Sweden	Total (15-64 years)	Unemployed, number of persons	Men	2014	220700.0
Sweden	Total (15-64 years)	Unemployed, number of persons	Men	2015	204400.0
Sweden	Total (15-64 years)	Unemployed, number of persons	Men	2016	201000.0
Sweden	Total (15-64 years)	Unemployed, number of persons	Men	2017	194200.0
Sweden	Total (15-64 years)	Unemployed, number of persons	Men	2018	182200.0
Sweden	Total (15-64 years)	Unemployed, number of persons	Men	2019	191500.0
Sweden	Total (15-64 years)	Unemployed, number of persons	Men	2020	239900.0
Sweden	Total (15-64 years)	Unemployed, number of persons	Men	2021	245700.0
Sweden	Total (15-64 years)	Unemployed, number of persons	Women	2013	190000.0
Sweden	Total (15-64 years)	Unemployed, number of persons	Women	2014	186600.0
Sweden	Total (15-64 years)	Unemployed, number of persons	Women	2015	179500.0
Sweden	Total (15-64 years)	Unemployed, number of persons	Women	2016	163600.0
Sweden	Total (15-64 years)	Unemployed, number of persons	Women	2017	162100.0
Sweden	Total (15-64 years)	Unemployed, number of persons	Women	2018	159000.0
Sweden	Total (15-64 years)	Unemployed, number of persons	Women	2019	180200.0
Sweden	Total (15-64 years)	Unemployed, number of persons	Women	2020	214000.0
Sweden	Total (15-64 years)	Unemployed, number of persons	Women	2021	235500.0
Sweden	Total (15-64 years)	Not in the labour force, number of persons	Total	2013	1158000.0
Sweden	Total (15-64 years)	Not in the labour force, number of persons	Total	2014	1134700.0
Sweden	Total (15-64 years)	Not in the labour force, number of persons	Total	2015	1125700.0
Sweden	Total (15-64 years)	Not in the labour force, number of persons	Total	2016	1121800.0
Sweden	Total (15-64 years)	Not in the labour force, number of persons	Total	2017	1098300.0
Sweden	Total (15-64 years)	Not in the labour force, number of persons	Total	2018	1095700.0
Sweden	Total (15-64 years)	Not in the labour force, number of persons	Total	2019	1090900.0
Sweden	Total (15-64 years)	Not in the labour force, number of persons	Total	2020	1124000.0
Sweden	Total (15-64 years)	Not in the labour force, number of persons	Total	2021	1139900.0
Sweden	Total (15-64 years)	Not in the labour force, number of persons	Men	2013	518700.0
Sweden	Total (15-64 years)	Not in the labour force, number of persons	Men	2014	511100.0
Sweden	Total (15-64 years)	Not in the labour force, number of persons	Men	2015	517500.0
Sweden	Total (15-64 years)	Not in the labour force, number of persons	Men	2016	515300.0
Sweden	Total (15-64 years)	Not in the labour force, number of persons	Men	2017	503900.0
Sweden	Total (15-64 years)	Not in the labour force, number of persons	Men	2018	506900.0
Sweden	Total (15-64 years)	Not in the labour force, number of persons	Men	2019	502700.0
Sweden	Total (15-64 years)	Not in the labour force, number of persons	Men	2020	505400.0
Sweden	Total (15-64 years)	Not in the labour force, number of persons	Men	2021	521800.0
Sweden	Total (15-64 years)	Not in the labour force, number of persons	Women	2013	639300.0
Sweden	Total (15-64 years)	Not in the labour force, number of persons	Women	2014	623600.0
Sweden	Total (15-64 years)	Not in the labour force, number of persons	Women	2015	608200.0
Sweden	Total (15-64 years)	Not in the labour force, number of persons	Women	2016	606500.0
Sweden	Total (15-64 years)	Not in the labour force, number of persons	Women	2017	594300.0
Sweden	Total (15-64 years)	Not in the labour force, number of persons	Women	2018	588700.0
Sweden	Total (15-64 years)	Not in the labour force, number of persons	Women	2019	588100.0
Sweden	Total (15-64 years)	Not in the labour force, number of persons	Women	2020	618500.0
Sweden	Total (15-64 years)	Not in the labour force, number of persons	Women	2021	618200.0
Sweden	Total (15-64 years)	Labour force, number of persons	Total	2013	4963200.0
Sweden	Total (15-64 years)	Labour force, number of persons	Total	2014	5004800.0
Sweden	Total (15-64 years)	Labour force, number of persons	Total	2015	5043800.0
Sweden	Total (15-64 years)	Labour force, number of persons	Total	2016	5100200.0
Sweden	Total (15-64 years)	Labour force, number of persons	Total	2017	5190100.0
Sweden	Total (15-64 years)	Labour force, number of persons	Total	2018	5251400.0
Sweden	Total (15-64 years)	Labour force, number of persons	Total	2019	5310200.0
Sweden	Total (15-64 years)	Labour force, number of persons	Total	2020	5316400.0
Sweden	Total (15-64 years)	Labour force, number of persons	Total	2021	5334000.0
Sweden	Total (15-64 years)	Labour force, number of persons	Men	2013	2592200.0
Sweden	Total (15-64 years)	Labour force, number of persons	Men	2014	2611600.0
Sweden	Total (15-64 years)	Labour force, number of persons	Men	2015	2624200.0
Sweden	Total (15-64 years)	Labour force, number of persons	Men	2016	2658400.0
Sweden	Total (15-64 years)	Labour force, number of persons	Men	2017	2708900.0
Sweden	Total (15-64 years)	Labour force, number of persons	Men	2018	2738500.0
Sweden	Total (15-64 years)	Labour force, number of persons	Men	2019	2772700.0
Sweden	Total (15-64 years)	Labour force, number of persons	Men	2020	2791500.0
Sweden	Total (15-64 years)	Labour force, number of persons	Men	2021	2792400.0
Sweden	Total (15-64 years)	Labour force, number of persons	Women	2013	2370900.0
Sweden	Total (15-64 years)	Labour force, number of persons	Women	2014	2393200.0
Sweden	Total (15-64 years)	Labour force, number of persons	Women	2015	2419600.0
Sweden	Total (15-64 years)	Labour force, number of persons	Women	2016	2441800.0
Sweden	Total (15-64 years)	Labour force, number of persons	Women	2017	2481300.0
Sweden	Total (15-64 years)	Labour force, number of persons	Women	2018	2512900.0
Sweden	Total (15-64 years)	Labour force, number of persons	Women	2019	2537500.0
Sweden	Total (15-64 years)	Labour force, number of persons	Women	2020	2525000.0
Sweden	Total (15-64 years)	Labour force, number of persons	Women	2021	2541600.0
Sweden	Total (15-64 years)	Unemployment rate, %	Total	2013	8.2
Sweden	Total (15-64 years)	Unemployment rate, %	Total	2014	8.1
Sweden	Total (15-64 years)	Unemployment rate, %	Total	2015	7.6
Sweden	Total (15-64 years)	Unemployment rate, %	Total	2016	7.1
Sweden	Total (15-64 years)	Unemployment rate, %	Total	2017	6.9
Sweden	Total (15-64 years)	Unemployment rate, %	Total	2018	6.5
Sweden	Total (15-64 years)	Unemployment rate, %	Total	2019	7.0
Sweden	Total (15-64 years)	Unemployment rate, %	Total	2020	8.5
Sweden	Total (15-64 years)	Unemployment rate, %	Total	2021	9.0
Sweden	Total (15-64 years)	Unemployment rate, %	Men	2013	8.4
Sweden	Total (15-64 years)	Unemployment rate, %	Men	2014	8.5
Sweden	Total (15-64 years)	Unemployment rate, %	Men	2015	7.8
Sweden	Total (15-64 years)	Unemployment rate, %	Men	2016	7.6
Sweden	Total (15-64 years)	Unemployment rate, %	Men	2017	7.2
Sweden	Total (15-64 years)	Unemployment rate, %	Men	2018	6.7
Sweden	Total (15-64 years)	Unemployment rate, %	Men	2019	6.9
Sweden	Total (15-64 years)	Unemployment rate, %	Men	2020	8.6
Sweden	Total (15-64 years)	Unemployment rate, %	Men	2021	8.8
Sweden	Total (15-64 years)	Unemployment rate, %	Women	2013	8.0
Sweden	Total (15-64 years)	Unemployment rate, %	Women	2014	7.8
Sweden	Total (15-64 years)	Unemployment rate, %	Women	2015	7.4
Sweden	Total (15-64 years)	Unemployment rate, %	Women	2016	6.7
Sweden	Total (15-64 years)	Unemployment rate, %	Women	2017	6.5
Sweden	Total (15-64 years)	Unemployment rate, %	Women	2018	6.3
Sweden	Total (15-64 years)	Unemployment rate, %	Women	2019	7.1
Sweden	Total (15-64 years)	Unemployment rate, %	Women	2020	8.5
Sweden	Total (15-64 years)	Unemployment rate, %	Women	2021	9.3
Sweden	Total (15-64 years)	Employment rate, %	Total	2013	74.4
Sweden	Total (15-64 years)	Employment rate, %	Total	2014	74.9
Sweden	Total (15-64 years)	Employment rate, %	Total	2015	75.5
Sweden	Total (15-64 years)	Employment rate, %	Total	2016	76.1
Sweden	Total (15-64 years)	Employment rate, %	Total	2017	76.9
Sweden	Total (15-64 years)	Employment rate, %	Total	2018	77.4
Sweden	Total (15-64 years)	Employment rate, %	Total	2019	77.2
Sweden	Total (15-64 years)	Employment rate, %	Total	2020	75.5
Sweden	Total (15-64 years)	Employment rate, %	Total	2021	75.0
Sweden	Total (15-64 years)	Employment rate, %	Men	2013	76.3
Sweden	Total (15-64 years)	Employment rate, %	Men	2014	76.6
Sweden	Total (15-64 years)	Employment rate, %	Men	2015	77.0
Sweden	Total (15-64 years)	Employment rate, %	Men	2016	77.4
Sweden	Total (15-64 years)	Employment rate, %	Men	2017	78.3
Sweden	Total (15-64 years)	Employment rate, %	Men	2018	78.8
Sweden	Total (15-64 years)	Employment rate, %	Men	2019	78.8
Sweden	Total (15-64 years)	Employment rate, %	Men	2020	77.4
Sweden	Total (15-64 years)	Employment rate, %	Men	2021	76.8
Sweden	Total (15-64 years)	Employment rate, %	Women	2013	72.5
Sweden	Total (15-64 years)	Employment rate, %	Women	2014	73.1
Sweden	Total (15-64 years)	Employment rate, %	Women	2015	74.0
Sweden	Total (15-64 years)	Employment rate, %	Women	2016	74.7
Sweden	Total (15-64 years)	Employment rate, %	Women	2017	75.4
Sweden	Total (15-64 years)	Employment rate, %	Women	2018	75.9
Sweden	Total (15-64 years)	Employment rate, %	Women	2019	75.4
Sweden	Total (15-64 years)	Employment rate, %	Women	2020	73.5
Sweden	Total (15-64 years)	Employment rate, %	Women	2021	73.0
Sweden	15-19 years	Total number of persons in age group	Total	2013	554100.0
Sweden	15-19 years	Total number of persons in age group	Total	2014	535400.0
Sweden	15-19 years	Total number of persons in age group	Total	2015	524900.0
Sweden	15-19 years	Total number of persons in age group	Total	2016	526000.0
Sweden	15-19 years	Total number of persons in age group	Total	2017	537200.0
Sweden	15-19 years	Total number of persons in age group	Total	2018	552200.0
Sweden	15-19 years	Total number of persons in age group	Total	2019	564200.0
Sweden	15-19 years	Total number of persons in age group	Total	2020	572700.0
Sweden	15-19 years	Total number of persons in age group	Total	2021	583800.0
Sweden	15-19 years	Total number of persons in age group	Men	2013	285800.0
Sweden	15-19 years	Total number of persons in age group	Men	2014	276900.0
Sweden	15-19 years	Total number of persons in age group	Men	2015	272000.0
Sweden	15-19 years	Total number of persons in age group	Men	2016	273800.0
Sweden	15-19 years	Total number of persons in age group	Men	2017	281300.0
Sweden	15-19 years	Total number of persons in age group	Men	2018	289900.0
Sweden	15-19 years	Total number of persons in age group	Men	2019	294900.0
Sweden	15-19 years	Total number of persons in age group	Men	2020	297100.0
Sweden	15-19 years	Total number of persons in age group	Men	2021	301300.0
Sweden	15-19 years	Total number of persons in age group	Women	2013	268300.0
Sweden	15-19 years	Total number of persons in age group	Women	2014	258500.0
Sweden	15-19 years	Total number of persons in age group	Women	2015	252800.0
Sweden	15-19 years	Total number of persons in age group	Women	2016	252200.0
Sweden	15-19 years	Total number of persons in age group	Women	2017	255900.0
Sweden	15-19 years	Total number of persons in age group	Women	2018	262200.0
Sweden	15-19 years	Total number of persons in age group	Women	2019	269300.0
Sweden	15-19 years	Total number of persons in age group	Women	2020	275700.0
Sweden	15-19 years	Total number of persons in age group	Women	2021	282500.0
Sweden	15-19 years	Employed, number of persons	Total	2013	117200.0
Sweden	15-19 years	Employed, number of persons	Total	2014	118500.0
Sweden	15-19 years	Employed, number of persons	Total	2015	120600.0
Sweden	15-19 years	Employed, number of persons	Total	2016	119900.0
Sweden	15-19 years	Employed, number of persons	Total	2017	129500.0
Sweden	15-19 years	Employed, number of persons	Total	2018	139800.0
Sweden	15-19 years	Employed, number of persons	Total	2019	147800.0
Sweden	15-19 years	Employed, number of persons	Total	2020	122900.0
Sweden	15-19 years	Employed, number of persons	Total	2021	126300.0
Sweden	15-19 years	Employed, number of persons	Men	2013	50900.0
Sweden	15-19 years	Employed, number of persons	Men	2014	52600.0
Sweden	15-19 years	Employed, number of persons	Men	2015	53200.0
Sweden	15-19 years	Employed, number of persons	Men	2016	53500.0
Sweden	15-19 years	Employed, number of persons	Men	2017	58700.0
Sweden	15-19 years	Employed, number of persons	Men	2018	61900.0
Sweden	15-19 years	Employed, number of persons	Men	2019	65800.0
Sweden	15-19 years	Employed, number of persons	Men	2020	54900.0
